username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Left Handed Libertarian,1451129266024845319,"Tacoma, WA",2023-01-20 02:26:00,@fox13seattle Couldnt find a superbowl picture with the Seahawks in it? Had to put one up of the Broncos in the back?,0,Twitter for Android,
Anthony | 2028 NBA Champions 🚀🏆,745497841628413952,"Seattle, WA",2023-01-20 02:22:40,"@akycommenter @EDCburner @JoshDoesDamage I agree, but it's sad that this is the best draft we've had in the past 4… https://t.co/8O45XwzOav",0,Twitter Web App,
Marcelo 🇵🇹🇺🇸,337388753,White Center ,2023-01-20 02:18:31,Lowkey wouldn't mind Seahawks trying to get Lamar jackson 🔥,0,Twitter for Android,
Matt Johnson,3040506944,Seattle,2023-01-20 02:07:34,"Happy Birthday @BigWalt71 
My All-Time favorite pro athlete to work with and the best player the @Seahawks have eve… https://t.co/CtrSG5wThp",1,Twitter for iPhone,
PLAYOFFS?!,21956335,"Seattle, WA",2023-01-20 02:06:25,@EvanHillHB will be interseting to see what happens. Feel like seahawks have the leverage here. I think other teams… https://t.co/QSFJNPginV,0,Twitter Web App,
Gregg Bell,70744212,Seattle,2023-01-20 01:59:53,"Inside, outside, all-side linebackers—right after tackles and ends who can play the run—are the Seahawks’ offseason… https://t.co/lfS5nka0z1",5,Twitter for iPhone,
LOB,73550903,Seattle,2023-01-20 01:58:12,@FieldGulls 😂 I don't get other Seahawks reporters and bloggers (like @mattyfbrown) suggesting him as an option ...… https://t.co/A6SIhiytCp,0,Twitter Web App,
Seattle Sports,22961177,"Seattle, Washington",2023-01-20 01:46:06,"“First and foremost, we want Geno to come back. I mean, there’s no question, right?” #Seahawks GM John Schneider sa… https://t.co/eesAgWnuUL",4,TweetDeck,
"Dugar, Michael-Shawn",52543345,"Seattle, WA",2023-01-20 01:35:44,"Seahawks GM John Schneider on @SeattleSports was asked to reflect on Geno's season. ""First and foremost, we want Ge… https://t.co/RwbT9Q2H7Q",18,Twitter Web App,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-20 01:33:33,This should be one of the most anticipated NFL drafts the Seahawks have had. Here’s a look at five prospects they c… https://t.co/20fwY1Cg7m,7,Echobox,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-20 01:25:00,"A throwback film session with the legend, @KJ_WRIGHT34! 🎥

#GoHawks x @surface https://t.co/jjFtLPrxVe",11,Twitter Media Studio,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-20 01:11:25,Thursday Round-Up: Seahawks Geno QB Smith Nominated For Seattle Sports Star Of The Year https://t.co/aGP76jXRfp,0,FANpeeps.com,
Seattle Seahawks,1554660191806840832,"Seattle, WA",2023-01-20 01:06:50,We didn’t win this week https://t.co/fpSFb7xDEp,0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-20 01:00:18,The Seattle Seahawks ended their 2022 season this past weekend with a 9-9 record and a lot of reasons to feel hopef… https://t.co/Efq8xps2s5,0,True Anthem,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-20 00:52:00,"Playing pop darts with @curhan71. 

#GoHawks x @walottery https://t.co/GbcG08P5qr",18,Twitter Media Studio,
Bob Stelton,24474870,"Seattle, Wa.",2023-01-20 00:49:38,This was a good conversation. Check it out Seahawks fans! https://t.co/297wtFVWSV,1,Twitter Web App,
Stacy Jo Rost,280278860,Seattle,2023-01-20 00:47:07,"The NFL, the Seahawks, fans &amp; analysts learned a lot from the trade of Russell Wilson…

What did you learn from it?… https://t.co/1UO2PcawXc",6,Twitter for iPhone,
Wyman and Bob,273693969,"Seattle, WA",2023-01-20 00:45:35,"If you missed any of our interview with John Schneider, you can listen to it in its entirety right here on… https://t.co/ZCY3AlvGcW",5,Twitter Web App,
Seahawks Nation,2977920865,"Seattle, WA",2023-01-20 00:42:13,"After undergoing surgery to repair the ACL in his right knee, Seahawks LB Jordyn Brooks gives an update on his prog… https://t.co/q90aa2d67P",0,TweetDeck,
Seattle Mariners ⚾️ from The Seattle Times,1053024265572761600,"Seattle, WA",2023-01-20 00:34:33,Mariners sign reserve infielder Tommy La Stella https://t.co/bevBvb6LgO https://t.co/K8HmIjbjlM,0,dlvr.it,
Anthony DeLapp,2568104706,Seattle ,2023-01-20 00:25:45,Are #Seahawks looking at quarterback in 2023 NFL Draft?,0,Twitter for iPhone,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-20 00:21:30,"The final All Access of the year. 

Watch: https://t.co/WOJMthuyj4 https://t.co/ZjNXYluLW9",28,Twitter Media Studio,
Mike Lefko,24097871,"Seattle, WA",2023-01-20 00:21:08,John Schneider on Geno Smith: “First and foremost we want Geno to come back” and later when asked if there was a co… https://t.co/IgSxCHsrPK,22,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-20 00:11:25,Important 2023 NFL Offseason Dates https://t.co/r1rcBeX0Xf,0,FANpeeps.com,
Mike Lefko,24097871,"Seattle, WA",2023-01-20 00:10:07,Funny anecdote from John Schneider on @WymanAndBob saying “my favorite breakfast place had a sign saying fire John… https://t.co/fiQLbtp7VA,16,Twitter for iPhone,
Seahawks Nation,2977920865,"Seattle, WA",2023-01-20 00:09:26,"The seahawks indicate progress for Rashaad Penny, and it could have an impact on Kenneth Walker

https://t.co/m8vsxPP9ma",0,TweetDeck,
93.3 KJR,43278228,Seattle,2023-01-20 00:04:06,"As the #Seahawks offseason begins, Mike Holmgren chats with @Softykjr and @dickfain NOW on KJR!

Tune in on 93.3 FM… https://t.co/blrbRF67AR",2,TweetDeck,
Seattle Sports,22961177,"Seattle, Washington",2023-01-19 23:59:30,Tune in to @WymanAndBob as they are joined by #Seahawks GM John Schneider. What will Seattle's focus be this off-se… https://t.co/oPGe2Yj3iB,3,TweetDeck,
MrsNSarge,109943038,"Edmonds, WA",2023-01-19 23:52:44,BOOM! 💥 We are HUGE Meyers fans! Go Hawks! https://t.co/6NXC9OcICu,0,Twitter for iPhone,
Cymru,47864058,"Seattle, Washington",2023-01-19 23:52:03,@MikeDugar @EvanHillHB Seahawks FO if he asks for 30M https://t.co/QqqmNK63b9,0,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-19 23:42:59,"Nobody proved more doubters wrong than Hawks quarterback Geno Smith, who led this team to the postseason behind 32… https://t.co/An05sudfG7",1,TweetDeck,
Bob Condotta,20602082,"Seattle, WA.",2023-01-19 23:38:15,Was ready to take a role on Seahawks defensive staff a year ago before getting Vikings DC job. https://t.co/6F6nAb6mzw,5,Twitter for iPhone,
Nico Tomacelli,479003804,"Woodinville, WA",2023-01-19 23:31:25,"@millerdna Like, settle down folks. You dont need to start collecting money until the season is over. At least the… https://t.co/1OIgoHEPCe",0,Twitter Web App,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 23:24:15,"NEW @Locked_Seahawks!

-Will the #Seahawks have their first rookie of the year?
-Other options Seattle could consid… https://t.co/MaqqR66I7G",0,Twitter Web App,
OFFSZN Hawks 💙💚,1564801977762168833,"Seattle, WA",2023-01-19 23:15:14,9 years ago on this day Richard Sherman made one of the greatest plays in Seattle Seahawks history to send us to th… https://t.co/YMEvPQRbK3,0,Twitter for iPhone,
Shadow🥷🏾,1561615371907391488,"Seattle, WA",2023-01-19 23:14:08,@doconnell2000 Also this whole “ Russ owns us not the Seahawks” sounds stupid when you realize what team he was on. The Seattle Seahawks 💀,0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-19 23:00:33,Seattle Seahawks running back Rashaad Penny is on the mend and making good progress with regard to recovering from… https://t.co/t4v7rSZ0ZE,1,True Anthem,
"Dugar, Michael-Shawn",52543345,"Seattle, WA",2023-01-19 22:58:12,"From Seahawks LB Jordyn Brooks, who had knee surgery today. https://t.co/p2cvjv0Zsm",28,Twitter for iPhone,
brad carlson,1464027389067890709,Seattle WA ,2023-01-19 22:56:44,"@TheVolumeSports @RSherman_25 No Richard you been smoking to much weed,infact geno is better and healthier and is t… https://t.co/Gpx0aaTRxf",0,Twitter Web App,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-19 22:52:11,PFF made a list of one FA every team should target. For the #Seahawks they listed DT Daron Payne (11.5 Sacks in 2022) as a potential signing,0,Twitter for iPhone,
Steven A. Taylor,180208768,"Seattle, WA",2023-01-19 22:37:48,#Seahawks Death Week 2022:  Quarterbacks On The 2023 Roster https://t.co/sYLygoacOk,0,Twitter Web App,
Brady Henderson,157078263,Seattle,2023-01-19 22:34:50,Seahawks LB Jordyn Brooks wrote on Instagram that he had successful surgery today on his right knee. He suffered a… https://t.co/4sCiTH77z0,26,TweetDeck,
Kris,163923801,"Seattle, Washington",2023-01-19 22:26:10,Has it been 9 years already? Anyways Richard Sherman made the most iconic play in Seahawks history. Seahawks beat S… https://t.co/oeSwVGJ2I7,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-19 22:11:26,Top 10: Seahawks that let us down a little https://t.co/s4OT6EU9QU,0,FANpeeps.com,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-19 22:06:46,It’s time to look back again on the Seahawks' 2022 campaign as beat reporters @bcondotta and @A_Jude hand out their… https://t.co/Lu2jxdvncs,0,Echobox,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-19 21:57:58,"This year‘s EDGE Draft class is deep and really good. And when I say deep, I mean deeeeeeeeeep 
#Seahawks could eas… https://t.co/LW5qLHCxrA",0,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 21:56:46,"Doing it live in three minutes... new @Locked_Seahawks!

See you soon! -&gt;
https://t.co/WnMW66C4qD",0,Twitter Web App,
Seattle Sports,115527852,Seattle Washington,2023-01-19 21:50:04,Seahawks Daily: A Bright Future Ahead #Seattle #Seahawks #NFL Video: https://t.co/aniqwuq8sp,0,RetroSeasons Seattle,
93.3 KJR,43278228,Seattle,2023-01-19 21:48:25,.@MikeGarafolo was on w/ @JasonPuckett20 &amp; @cougsgo to discuss how much the Seahawks should pay Geno Smith as they… https://t.co/9BRQCGXFZX,3,Twitter Web App,
Old golfer,1446323856797433857,"Des Moines, WA",2023-01-19 21:46:02,@TheMikeSalk Geno should get what he is worth! It might not be the Seahawks!,0,Twitter for iPhone,
Old golfer,1446323856797433857,"Des Moines, WA",2023-01-19 21:44:45,@steezyasmith @JKearse_15 @SeattleSports @Seahawks @LumenField @dubseasports @dubseatv @12s @steezyasmith14 The off… https://t.co/MCAVsUepw9,0,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 21:37:46,"New @Locked_Seahawks will start in 25 minutes! And I may have a special guest host - not by choice, but a certain k… https://t.co/jwWdOlGIvU",0,Twitter Web App,
Jeff,90329934,"Redmond, WA",2023-01-19 21:36:37,@Mchristensen17 It's a really tough debate honestly. Because this game and this moment were so incredible. And alth… https://t.co/e4CMCQpMC7,0,Twitter Web App,
Seattle Sports Commission,211930930,"Seattle, WA",2023-01-19 21:35:11,"The nominees for Sports Star of the Year, Men’s Sports, presented by @SnoCasino  🏆
🏈 Michael Penix Jr (UW)
⚾ Julio… https://t.co/udTSDaoGZI",6,Hootsuite Inc.,
Anne,3700288274,"Seattle, WA",2023-01-19 21:21:54,Let’s do this again #Seahawks for 2023 NFL Draft!🙌🏽💙💚🏈 🔜 https://t.co/NGqroYTglH,2,Twitter for iPhone,
Mitch Courtright,17348710,"Seabeck, WA",2023-01-19 21:20:47,@SONTSeattle Not a “rebuild.” We lost only 2 “key” players. A mediocre QB and a stellar LB. Wagner’s loss was felt… https://t.co/VMBUUdPBSM,0,Twitter for iPhone,
Jeromy Krom,39174939,"Tacoma, WA",2023-01-19 21:19:11,@robtaylor231 Seahawks have been pretty aggressive in the past.  They just drafted so well for a few years that the… https://t.co/0Y73UUkv43,0,Twitter for iPhone,
Eric,32454945,"Parkland, WA",2023-01-19 21:17:54,I enjoying this clip until hearing “Seahawks are going to the Super Bowl” and being reminded of what happens next s… https://t.co/JUrRQgrfr6,0,Twitter for iPhone,
seanmurphy 24,1305330157679329280,"Seattle, WA",2023-01-19 21:17:13,@espn @VigManOnCampus @ESPNPlus Seahawks,0,Twitter for iPhone,
garrett edwards,1308743815,silverdale,2023-01-19 21:16:05,"@Seahawks @JayMy_31 I remember a few seasons back when a bunch of Hawks fans wanting Meyers cut, it was during his… https://t.co/HWMxQCnJN0",0,Twitter for Android,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-19 21:11:26,The 2022 Seahawks pass defense in 12 screenshots https://t.co/0BzbijN0YB,0,FANpeeps.com,
Jeff,90329934,"Redmond, WA",2023-01-19 21:05:50,@JacsonBevens I watched this video of Tyree Wilson last night. I definitely could see the #Seahawks taking him if A… https://t.co/LNJ2u9ZRpN,0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-19 20:59:33,"With the #Seahawks season over, Dave Wyman is looking back at his favorite plays from 2022. So in his latest Footba… https://t.co/oa1OeUmx0i",0,TweetDeck,
Jeromy Krom,39174939,"Tacoma, WA",2023-01-19 20:55:19,I find the difference in discourse between the M’s and Seahawks so fascinating. Both ascending teams with young sta… https://t.co/5YcBqjGesB,2,Twitter for iPhone,
John Fraley,892784155,Seattle,2023-01-19 20:54:23,"@vountee if this were a real face reveal, it would be seahawks twitter's baddest-ass face reveal ever",0,Twitter for Android,
jas jennings,1413231469103751170,"Seattle, WA",2023-01-19 20:53:47,@snacks I’d rather watch this than SFvDAL… #seahawks,0,Twitter for iPad,
Kurt,721157748,"Seattle, WA",2023-01-19 20:49:50,@LluberesJosh @jasrifootball Seahawks also got 2 good tackles on top of them,0,Twitter for iPhone,
Prime FT Penix fan,1424265671135793155,"Seattle, WA",2023-01-19 20:48:49,@bigbigbadbad @Bronco_clubista @24TaylorMade @trichardpdx @ZacStevensDNVR @ColinCowherd @TheHerd @DangeRussWilson R… https://t.co/a4LiN1wLqj,0,Twitter for iPhone,
"Mike Salk, Seattle Sports Station",25554667,"Seattle, WA",2023-01-19 20:44:30,Which young Mariners have the physical tools that make them must-watch at spring training?  Jerry Dipoto gave us tw… https://t.co/iVllbI7Grb,2,TweetDeck,
Wyman and Bob,273693969,"Seattle, WA",2023-01-19 20:43:23,Big show coming up today @SeattleSports! We'll dive into some things that Jerry Dipoto mentioned this morning about… https://t.co/oFFu5obGJa,2,Twitter Web App,
Seattle Sports,22961177,"Seattle, Washington",2023-01-19 20:24:58,What does a new contract for #Seahawks QB Geno Smith actually look like? Michael Ginnitti of @spotrac broke down ho… https://t.co/Epb6hLDPX7,0,TweetDeck,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-19 20:22:41,This should be one of the most anticipated NFL drafts the Seahawks have had. Here’s a look at five prospects they c… https://t.co/DdenXw7m7V,1,Echobox,
Alex 🍥 Loves U.,1246612375668580353,"Seattle, WA",2023-01-19 20:17:31,@sponhourm Seahawks,0,Twitter for iPhone,
alex,779726220640399361,"Seattle, WA",2023-01-19 20:09:02,@NFL_DovKleiman @TMZ_Sports Seahawks Legend,0,Twitter for iPhone,
Steezy A. Smith 🎙📺,935262614547972096,"Seattle, WA",2023-01-19 20:07:04,"@PFF recently named #Seahawks Pro Bowl QB Geno Smith as its ‘Comeback Player of the Year’, will the @NFL do the sam… https://t.co/e4Q1CNZSeO",2,Twitter for iPhone,
ZachaRyan,130246864,"Bremerton, WA",2023-01-19 20:04:02,@cougsgo @madisoncwade @Seahawks @KING5Seattle @paulsilvi @KING5Sports @WymanAndBob Be careful Jim.  He could pile drive you.  LOL!!!,0,Twitter Web App,
The Fabulous Peltoncast,796958580045815808,"Renton, WA",2023-01-19 19:59:45,"With the Seahawks' season over, it's the Kraken's time in the Seattle sports spotlight. @ryan_s_clark joined us thi… https://t.co/MqdrPg1c5Q",0,TweetDeck,
Bob Condotta,20602082,"Seattle, WA.",2023-01-19 19:51:58,From @A_Jude: 5 players the Seahawks could target with the No. 5 pick in NFL draft https://t.co/8a9YzJjcq0 via @seattletimes,2,Twitter Web App,
Mike Lefko,24097871,"Seattle, WA",2023-01-19 19:45:09,Highly recommend finding a radio or @SeattleSports app this afternoon. John Schneider will be on with @WymanAndBob today at 4PM. #Seahawks,4,Twitter for iPhone,
OFFSZN Hawks 💙💚,1564801977762168833,"Seattle, WA",2023-01-19 19:40:01,"Dk Metcalf Stats in just 4 playoff games

26 Rec
451 Rec Yards
5 Tds  
#Seahawks https://t.co/iHAOzXCBd7",1,Twitter for iPhone,
"Elsa Sjunneson, an Actual Bat",16528258,"Seattle, WA",2023-01-19 19:37:51,"Fortunately, Sports was an easy one as both kids have Seahawks shirts",0,Twitter for iPhone,
Kirsten Kendrick,263276894,"Seattle, Washington",2023-01-19 19:33:45,Seahawks signing Pro Bowl kicker Jason Myers to a four-year contract extension. https://t.co/AuAS7XaTdO,0,Twitter for Android,
Javon 🌌,2376629814,"Seattle, WA",2023-01-19 19:26:02,I need Lamar Jackson in a Seahawks jersey by the 4th of July https://t.co/wuuzhC3xiK,0,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-19 19:24:01,The 2022 Seahawks pass defense in 12 agonizing screenshots https://t.co/IWLuMWKfN7,0,Chorus publishing platform,
Prime Time Quesadilla,103191541,"Seattle, WA",2023-01-19 19:22:12,@greg_woodfill @12s @Seahawks @hegotit1977 In the stands freaking out!,0,Twitter for iPhone,
𝔸 𝔐𝔦𝔠𝔥𝔢𝔩 𝕍𝖆𝖓𝕕𝔢𝔯𝔥𝔢𝔦𝕕𝔢𝔫🇲🇽🇺🇸,471732838,"Seattle, WA",2023-01-19 19:17:37,Latest Seahawks mock draft. I feel like I’m cooking better than most would care to agree 😅😅 https://t.co/02f8zeKqik,0,Twitter for iPhone,
Jim Moore,21168489,"Issaquah, WA",2023-01-19 19:11:00,@madisoncwade @Seahawks @KING5Seattle @paulsilvi @KING5Sports @WymanAndBob Does Wyman put on makeup?,0,Twitter for iPad,
All Seahawks,1119216865,"Seattle, WA",2023-01-19 19:05:43,"Seahawks Throwback, 9 Years Ago Today: 'I'm the Best Corner in the Game!'

#Seahawks

https://t.co/IO1XjqSImc",0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-19 19:00:16,Consider us a no on this one.  https://t.co/oFXRCuwloA,0,True Anthem,
Sports ON Tap Seattle,1084300391599067136,"Seattle, WA",2023-01-19 18:52:06,"The Seahawks really turned a ""rebuild"" into the playoffs with one draft class. https://t.co/yyPoZDREOf",228,Twitter Web App,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 18:46:20,"What do you think the #Seahawks will do at quarterback?

If you vote other, what do you see happening? (Re-sign Gen… https://t.co/0rz1GiiGVG",1,Twitter Web App,
Michael,29550754,"Seattle, WA",2023-01-19 18:46:02,@Greg_Bleier @CBSSports @Seahawks Yes!! Definitely could’ve used him this season lol,0,Twitter for iPhone,
David Wilson,295279067,"seattle, washington",2023-01-19 18:39:34,"@PFF @PFF_Brad Seahawks should sign at least 2 of these guys. Their, LB depth is atrocious.",0,Twitter for Android,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 18:37:11,"More than likely, Geno Smith will be taking snaps for the #Seahawks in 2023 and both sides hope to reach a deal.

B… https://t.co/Wfsy7XNcs6",8,Twitter Web App,
Sports ON Tap Seattle,1084300391599067136,"Seattle, WA",2023-01-19 18:36:18,How many games will the Seahawks win next year?!,6,Twitter Web App,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-19 18:35:54,"According to Pro Football Focus, Seattle should re-sign QB Geno Smith and then look to target Commanders defensive… https://t.co/kvTvXKsGxX",0,True Anthem,
Sami Jarjour,162219630,"Seattle, WA",2023-01-19 18:35:51,On my last Seahawks YouTube video there was disagreement in the comments on how much $ it'll be to sign Geno Smith.… https://t.co/FSsErgbkNy,6,Twitter Web App,
All Seahawks,1119216865,"Seattle, WA",2023-01-19 18:35:27,"Seahawks QB Carousel: 3 Options for Seattle if Geno Smith Doesn't Re-Sign

#Seahawks

https://t.co/7XcMJbG2Jd",0,Twitter for iPhone,
The Seahawks Dancers,569478894,"Seattle, Washington",2023-01-19 18:30:33,"Year 3 for Seahawks Dancer Caroline ☑️

📸: https://t.co/b6aoBuXjow https://t.co/0wlzsMfSA1",2,Twitter Web App,
Sports Stuff Hub LLC,701854619148767232,"Bonney Lake, WA",2023-01-19 18:27:40,Geno has a ton of leverage after the season he had.  QB needy teams are likely lining up with offers ready. The fal… https://t.co/Y5VcQRO3Y0,0,Twitter Web App,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 18:26:47,Which player do you think has a better chance at winning Rookie of the Year honors? #Seahawks,1,Twitter Web App,
hawks (9-8),1353808456445120512,"Mukilteo, WA",2023-01-19 18:15:33,@HustleChillson seahawks get- Jaire Alexander packers get- drew lock,0,Twitter for iPhone,
Lon Legend,2242638242,Seattle,2023-01-19 18:09:48,@Seahawks Who we pickin up? I'll take anyone besides Vander Esch.. #WeNeedHelp https://t.co/p5W991J5p4,0,Twitter Web App,
Russell Hartness,2232160567,"Seattle, WA",2023-01-19 18:08:44,"Let's go Back to Back 😎
@Seahawks https://t.co/VXZLZJFrS4",6,Twitter for Android,
Lorraine Netherton,1495314504732741632,"Seattle, WA",2023-01-19 18:06:42,"@Seahawks @JayMy_31 I'm so glad you're staying,  congratulations!",0,Twitter for Android,
Curt,343684818,"Kent, WA",2023-01-19 18:06:09,@rachelcmcelroy At Seahawks games they have a Brat cannon 😂 https://t.co/0CNlMtttGN,0,Twitter for iPhone,
🏄🏽‍♂️💚irl Hot Person 💙🏂,779020443038601216,"Seattle, WA",2023-01-19 18:05:33,Great news for Lamar. Terrible news for the Seahawks FA frenzy. https://t.co/Cs8tPiPWww,0,Twitter for iPhone,
Seahawks Legends,96828186,Seattle WA,2023-01-19 18:02:21,🎥 Watch more highlights on https://t.co/2SrldYSF2I,1,Twitter Web App,
Ryan Ashby,370430381,,2023-01-19 17:53:18,"@ChrisEgan5 @drewmikkelsenk5 @Seahawks What’s funny is, i have a @MoneyLynch jersey w/the SB49 patch that is still… https://t.co/M7CZ6R0n8E",0,Twitter for iPhone,
Michael Westgaard,191290006,"Washington, Renton",2023-01-19 17:48:27,@TheMikeSalk What do you mean by leverage? Geno going to get paid whether by Seahawks or if they don't tender an of… https://t.co/7ghyJ6SpJ7,0,Twitter for Android,
chris,1551377025679572992,"Seattle, WA",2023-01-19 17:46:49,"@freezesports1 🚨Counter Offer🚨

Seahawks get:
-Christian Watson
-Jaire Alexander
-Quay Walker
-2023-2025 1st round… https://t.co/Hoaqbnycx3",0,Twitter for iPhone,
The Real Moshady,36995001,Seattle,2023-01-19 17:45:50,"@TheMikeSalk It all depends what the Hawks see in the building with Lock. If he’s showing promise, Seahawks all day!",0,Twitter for iPhone,
Kickin’ It With Coach Red,1404612546540146688,"Seattle, WA",2023-01-19 17:41:19,The podcast has expanded to @YouTube. Go ahead and hop on to check out the video. This week has @therealcoachred… https://t.co/McO7cO8qs3,2,Twitter for iPhone,
Rain City Cards,1282832286963036160,"Seattle, WA",2023-01-19 17:40:29,@ErichWalter Oh I better go to Seahawks cardboard connection… 👀,0,Twitter for iPhone,
Anne,3700288274,"Seattle, WA",2023-01-19 17:29:09,@CorbinSmithNFL I don’t mind going to London again to watch the #Seahawks  against the Titans. 💙💚🏈🇬🇧🙌🏽 #GoHawks,0,Twitter for iPhone,
Circling Seattle Sports,1215145317340827648,"Seattle, WA",2023-01-19 17:15:30,"Yesterday, our @Seahawks extended K Jason Myers on a 4-year, $21M deal making him the second highest paid in the NF… https://t.co/mBMBKR9UbJ",3,Twitter Web App,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-19 17:11:26,Film Review: Breaking down Brock Purdy?s three touchdown passes vs. Seahawks https://t.co/eMQtbYRFxw,0,FANpeeps.com,
Seattle Sports,22961177,"Seattle, Washington",2023-01-19 17:10:00,"With four picks for the #Seahawks in the first two rounds, there are two NFL Draft prospects who play positions tha… https://t.co/BK7dw7Wv86",1,TweetDeck,
Daddy Dennis,902658079,"Everett, WA USA",2023-01-19 17:00:37,@ProFootballHOF @BigWalt71 @Seahawks Happy birthday Big Walt! SEA!!! #BirthdayMode,0,Twitter Web App,
Brian Kostol ⭐⭐,55410066,"Seattle, WA",2023-01-19 17:00:34,Seahawks off-season tweets are coming....unfollow me now.,0,Twitter for Android,
93.3 KJR,43278228,Seattle,2023-01-19 16:56:31,"Although we've come to the end of the road, we have to let the guys go... for this football season. A HUGE THANK YO… https://t.co/RAwVUDV7Pr",2,Twitter Web App,
KJFantasySports,788808699594670081,"Seattle, WA",2023-01-19 16:49:43,"@FF_Tycoon All I know is against the Seahawks, guys were so open that Uncle Rico could have hit them for TDs. He ha… https://t.co/MQlhnANsLR",0,Twitter for Android,
SVSJ-Rhett Workman,1015609788703469569,"North Bend, WA",2023-01-19 16:33:33,Of note here. We doubt this happens though. #Seahawks https://t.co/1nIRJFQNJm,0,Twitter Web App,
Steve Anthony,1884615512,"Lake Stevens, WA",2023-01-19 16:32:59,@LogicCollecting @coachcreag I like this idea. Mariners or Seahawks,0,Twitter Web App,
just a guy 🥚,2863619598,seattle,2023-01-19 16:27:21,@bryanwhite05 @beejertron5000 @DavisHsuSeattle Well the Seahawks don’t agree with you,0,Twitter for iPhone,
Drew$ki206,878134656893202433,"Washington, USA",2023-01-19 16:26:00,"@c22dope Facts bro, I went drinking Sunday during Seahawks game and after and I had to reevaluate my life lmao",0,Twitter for iPhone,
Penix for Heisman,1424216108840587265,Seattle,2023-01-19 16:23:47,"@Zhorn1 @espn @FO_ASchatz @VigManOnCampus @ESPNPlus Seahawks got an elite corner, elite running back, two great tac… https://t.co/NCm4nNggcv",0,Twitter Web App,
Penix for Heisman,1424216108840587265,Seattle,2023-01-19 16:22:55,@JoeDill12515777 @espn @FO_ASchatz @VigManOnCampus @ESPNPlus So do Seahawks maybe,0,Twitter Web App,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 16:19:11,"I'd be surprised if Seahawks/Titans is the choice, but the league knows Seattle is a big catch in European market,… https://t.co/Zb4VsiMiVe",0,Twitter Web App,
Roxxy Blair,531014858,"Redmond, WA",2023-01-19 16:15:10,@Plazuhbtw @TomBrady PASS. As a ride or die SEAHAWKS fan I don’t want him anywhere near our franchise. I cannot sta… https://t.co/M7zaDW9yp5,0,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 16:14:21,"The Titans were announced as one of five teams set to play in international games next season.

#Seahawks are slate… https://t.co/uEBeb0cEMy",9,Twitter Web App,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-19 16:05:18,The Seattle Seahawks ended their 2022 season this past weekend with a 9-9 record and a lot of reasons to feel hopef… https://t.co/X44YJahQqm,0,True Anthem,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 16:01:21,"I'll be rolling a bit earlier than usual today with a new @Locked_Seahawks going live at 2 PM PST.

Rookie of the Y… https://t.co/nkDeEWgA1J",0,Twitter Web App,
93.3 KJR,43278228,Seattle,2023-01-19 16:01:12,It's time for our final #12thMan Roundtable of the season! Tune in to @ChuckPowellKJR &amp; @BuckyJacobsen as they are… https://t.co/ZdLV7eTzDx,1,Twitter Web App,
Field Gulls,23483385,"Seattle, WA",2023-01-19 16:00:34,Top 10 Seahawks that didn’t live up to expectation in 2022 https://t.co/ldeTQVmtKI,0,Chorus publishing platform,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-19 15:47:55,"NEW @Locked_Seahawks!

-Did the #Seahawks    make a smart move paying up for Jason Myers?
-What avenues does Seattl… https://t.co/Bk0BlgvJJD",2,Twitter for Android,
KB (Blue Checkmark),119540223,"Sammamish, WA",2023-01-19 15:41:33,@Seahawks @JayMy_31 Kicking next season off on the right foot.,0,Twitter for iPhone,
