username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Andrew Goldwasser,351438154,"Phoenix, AZ",2023-01-14 14:46:15,@AdamSchefter Hopefully this can end the ‘rigged’ conspiracies. It was financially MUCH better for the NFL if the R… https://t.co/2E4H6p3hbB,0,Twitter for iPhone,
Kurt Warner,138134695,"Phoenix, AZ",2023-01-14 14:39:07,As we prepare for “Super Wild Card Weekend” thought I would repost my #StudyBall breakdown of @49ers @Seahawks befo… https://t.co/1nlkFDKaNm,1,Twitter for iPhone,
Michelle,594251404,"Scottsdale, AZ",2023-01-14 14:23:29,Do I get on this flight to the Seahawks 49ers playoff game or do I sleep in,0,Twitter for iPhone,
Gabe Owens,3241638373,"Surprise, AZ",2023-01-14 13:41:44,SEAHAWKS!,0,Twitter Web App,
CAPS Sports Grill,243395766,1721 W. Rose Garden Ln Phoenix,2023-01-14 13:08:31,"WILD CARD WEEKEND!!
We OPEN at 11:00AM

2:30PM
Seahawks vs 49ers
6:15
Chargers vs Jags
HAPPY HOUR ALL DAY
Reservati… https://t.co/QRmqWurNwd",0,Twitter for iPhone,
JROD and MIKAL,1544944158149709824,Phoenix ,2023-01-14 07:51:10,@mikalbridge do it seahawks winning 34-27,0,Twitter for iPhone,
"Wicked Brews, Bites and Spirits",1349215884003274752,"Phoenix, AZ",2023-01-14 07:14:26,"Saturday @NFL action! Brunching 9am-1pm, 2:30pm @Seahawks vs @49ers and 6:15 @chargers Vs @Jaguars. #nfl… https://t.co/PMl0qysnXP",0,Twitter for iPhone,
Deon Johnson,52219783,"Phoenix, AZ",2023-01-14 03:05:12,49ers vs Seahawks https://t.co/3lMIbb9Vqh,1,Periscope,
Eddie_G2 🇺🇸,73752146,"Phoenix, AZ",2023-01-14 03:04:23,Why wait till tomorrow to watch the @49ers beat the @Seahawks…when you can watch #FTTB beat the #Seahawks right now… https://t.co/Ua13SkFPMJ,0,Twitter for iPhone,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-14 02:59:25,The universe is telling me to put $100 on a Seahawks win tmrw,0,Twitter for iPhone,
Carlos Castillo,1102399981095313409,"Phoenix, AZ",2023-01-14 02:50:55,"My Super Wild Card Weekend Predictions.

Seahawks/49ers = #FTTB 
Chargers/Jaguars = #BoltUp 
Dolphins/Bills =… https://t.co/HwBIG1XEkY",0,Twitter for iPhone,
Dallas Cowboys77,1371228141843189761,"Phoenix, AZ",2023-01-14 02:15:52,"49ers vs Seahawks Saturday forecast, and anything can happen. https://t.co/jgwwi06L1N",1,Twitter for iPhone,
Deon Johnson,52219783,"Phoenix, AZ",2023-01-14 02:05:27,2 49ers vs 7 Seahawks Wild Card Weekend Matchup Preview Show | NFL Playoffs Are Here | Call In Show https://t.co/wsCBCEI0iJ,0,Periscope,
chihuahuamom,24645406,"Phoenix, AZ",2023-01-14 01:30:09,"@Seahawks @12s Just play your best, nothing to lose 💙💚💙💚💙💚💙 #GoHawks",0,Twitter for iPad,
chihuahuamom,24645406,"Phoenix, AZ",2023-01-14 01:23:55,"@PrideOfDetroit @Seahawks Okay, but as a native Detroiter who moved to Seattle, I would root for you",0,Twitter for iPad,
Ken,756905006717018112,"Phoenix, AZ",2023-01-14 00:44:36,If the Seahawks beat the 49ers I’ll kiss @chrxstopxr on Monday,0,Twitter for iPhone,
Brian Miller,36662150,"Goodyear, AZ",2023-01-14 00:23:05,@captainseahawk @Seahawks Kick their ass seabass!,0,Twitter for iPhone,
Chavez Batboy,768695381836169216,"Phoenix, AZ",2023-01-14 00:08:59,@captainseahawk @Seahawks Bend over and don’t make this harder than it has to be,0,Twitter for iPhone,
Shawna Hudson,167094063,"Phoenix, AZ",2023-01-13 23:40:01,@SauceonSports1 Seahawks 💙💚,0,Twitter for iPhone,
